DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
DK2,x,y,t,l,r:-300.000000,0.000000,0.000000,0.000000,0.000000
